FINCoS Driver Log File.
 Driver Alias: producer
 Driver Address: 127.0.0.1
 Connection: cepjs@ubuntu
 Load generation start time: Sat Jul 27 01:03:10 GMT-03:00 2019
1564200212489,line55,-8.03096687129,-34.95500386016,true
1564200213362,line68,-8.06235811461,-34.88100846837,true
1564200214134,line287,-8.13053138801,-34.90116670633,true
1564200214850,line55,-8.03095783105,-34.95500381691,true
1564200215514,line68,-8.06131815218,-34.88303558965,true
1564200216137,line287,-8.12722804116,-34.89998079619,true
1564200216726,line55,-8.03096678507,-34.95502199986,true
1564200217287,line68,-8.06118137588,-34.88328894759,true
1564200217821,line287,-8.12722804116,-34.89998079619,true
1564200218333,line55,-8.03098477932,-34.95504022606,true
1564200218840,line68,-8.06084433019,-34.88384072449,true
1564200219302,line287,-8.12517036846,-34.89920902804,true
1564200219763,line55,-8.03099381956,-34.95504026931,true
1564200220209,line68,-8.06080800097,-34.8838768407,true
1564200220642,line287,-8.12282390427,-34.89832704379,true
1564200221072,line55,-8.0310028598,-34.95504031257,true
1564200221480,line68,-8.05976761036,-34.8859946531,true
1564200221875,line287,-8.12200248835,-34.89805101222,true
1564200222265,line55,-8.03099386268,-34.95503119947,true
1564200222647,line68,-8.05974898654,-34.88611249045,true
1564200223021,line287,-8.12109151318,-34.89759311417,true
1564200223387,line55,-8.0310028598,-34.95504031257,true
1564200223746,line68,-8.05969369938,-34.88633901048,true
1564200224098,line287,-8.12109151318,-34.89759311417,true
1564200224444,line55,-8.0310028598,-34.95504031257,true
1564200224783,line68,-8.05969369938,-34.88633901048,true
1564200225117,line287,-8.11705269195,-34.89514277876,true
1564200225446,line55,-8.03099381956,-34.95504026931,true
1564200225769,line68,-8.05793487145,-34.88936964711,true
1564200226087,line287,-8.11705269195,-34.89514277876,true
1564200226400,line55,-8.03098477932,-34.95504022606,true
1564200226709,line68,-8.05777101226,-34.88961380353,true
1564200227015,line287,-8.11359987644,-34.8930399853,true
1564200227314,line55,-8.03095757237,-34.95505823599,true
1564200227610,line68,-8.05659871443,-34.89288297799,true
1564200227903,line287,-8.11107569053,-34.89148590302,true
1564200228192,line55,-8.03092149764,-34.95503992328,true
1564200228477,line68,-8.05604924339,-34.89440434026,true
1564200228759,line287,-8.10991253437,-34.89081819814,true
1564200229038,line55,-8.03092145452,-34.95504899313,true
1564200229312,line68,-8.05413401621,-34.89605540445,true
1564200229585,line287,-8.10975030972,-34.89070857427,true
1564200229854,line55,-8.03092145452,-34.95504899313,true
1564200230120,line68,-8.05376264098,-34.8962078809,true
1564200230384,line287,-8.10732353504,-34.88959044025,true
1564200230644,line55,-8.03093071033,-34.95500368715,true
1564200230902,line68,-8.05264289379,-34.8978807744,true
